NAME,HT,WT,CLASS,HOMETOWN,STATE,SCHOOL,GPA,CRIMES,INJURIES,SCHOOLID,MAJOR
Mitch Rossi,73,232,FR,Franklin,TN,Ohio State,2.25,0,9,85126576,Sociology
Erick Smith,73,203,SR,Cleveland,OH,Ohio State,3.36,0,4,806502417,Economics
Alex Backenstoe,73,220,JR,Hilliard,OH,Ohio State,2.08,2,12,878617478,Exercise Science
Chris Worley,74,230,SR,Cleveland,OH,Ohio State,1.49,1,12,469251422,Public Policy
Zach Turnure,73,225,SR,--,--,Ohio State,3.01,1,13,852348479,Communication
Derrick Malone,77,245,JR,Dayton,OH,Ohio State,3.55,1,7,436254319,Communication
Malik Harrison,75,235,SO,Columbus,OH,Ohio State,1.56,0,13,764808420,Theater
Hayden Jester,73,230,SO,Cincinnati,OH,Ohio State,2.57,2,14,559076930,Communication
Nick Conner,75,234,SO,Dublin,OH,Ohio State,1.97,0,13,978772115,Communication
Cin'Quan Haney,73,200,SR,Dayton,OH,Ohio State,2.51,0,3,977085550,Computer Science
Justin Hilliard,73,230,SO,Cincinnati,OH,Ohio State,2.65,1,11,299262034,Animal Science
Clay Raterman,73,185,JR,Dublin,OH,Ohio State,2.6,0,2,26636231,Labor Studies
Liam McCullough,74,228,SO,Columbus,OH,Ohio State,2.85,1,0,796152494,Sports Management
Nathan Brock,76,285,SO,Powell,OH,Ohio State,3.49,0,3,531179957,Sports Management
Nick Seme,75,250,SR,Wadsworth,OH,Ohio State,3.24,0,2,119595406,Biology
Wyatt Davis,76,310,FR,Bellflower,CA,Ohio State,3.82,1,4,936991227,Geography
Davon Hamilton,76,300,SO,Pickerington,OH,Ohio State,2.61,1,3,282594611,Exercise Science
Billy Price,76,312,SR,Austintown,OH,Ohio State,2.98,2,2,426559502,Psychology
Malik Barrow,74,290,FR,Tampa,FL,Ohio State,1.95,0,8,926203626,Civil Engineering
Aaron Cox,76,250,FR,Mantua,OH,Ohio State,3.45,3,2,561975621,Animal Science
Joshua Alabi,77,300,SO,Detroit,MI,Ohio State,3.82,0,0,843124891,Exercise Science
Tyquan Lewis,76,265,SR,Tarboro,NC,Ohio State,3.54,3,4,235060724,Exercise Science
Isaiah Prince,79,310,JR,Greenbelt,MD,Ohio State,3.77,2,3,381719188,Sports Management
Blake Pfenning,77,290,JR,Wapakoneta,OH,Ohio State,2.48,1,3,483474166,Communication
Gavin Cupp,77,305,FR,Leipsic,OH,Ohio State,3.62,0,0,406168238,Labor Studies
Brandon Pahl,74,295,JR,Cutler,OH,Ohio State,2.58,0,2,836230281,Exercise Science
Kevin Woidke,78,295,JR,Cleveland,OH,Ohio State,2.98,1,3,548006604,Labor Studies
Jack Wohlabaugh,76,293,FR,Cuyahoga Falls,OH,Ohio State,3.8,1,1,401337430,English 
Malcolm Pridgeon,79,315,JR,Central Islip,NY,Ohio State,3.28,0,0,816736803,Labor Studies
Robert Landers,73,283,SO,Dayton,OH,Ohio State,2.71,0,6,597222708,Exercise Science
Matthew Burrell,75,300,SO,Woodbridge,VA,Ohio State,3.6,1,2,415593267,Industrial Engineering
Noah Donald,73,275,SO,Uniontown,OH,Ohio State,3.27,1,5,729113007,Exercise Science
Josh Myers,77,305,FR,Miamisburg,OH,Ohio State,4,0,2,539603958,Nutrition
Michael Jordan,79,310,SO,Canton,MI,Ohio State,3.03,1,1,241872483,Music
Jamarco Jones,77,310,SR,Chicago,IL,Ohio State,3.02,1,2,397375618,History
Thayer Munford,78,325,FR,Cincinnati,OH,Ohio State,3.34,0,0,413714546,History
Branden Bowen,79,312,SO,Draper,UT,Ohio State,3.98,3,1,100922625,Chemical Engineering
Kevin Feder,81,303,SO,Ramsey,NJ,Ohio State,3.27,5,2,942177954,Sports Management
Michael Hill,75,305,SR,Pendleton,SC,Ohio State,3.09,6,3,570679443,ITI
Demetrius Knox,76,308,JR,Fort Worth,TX,Ohio State,3.84,1,1,769150089,Sports Management
Brady Taylor,77,300,JR,Columbus,OH,Ohio State,3.34,0,0,570394871,Communication
C.J. Saunders,71,176,JR,Dublin,OH,Ohio State,3.3,1,6,538076414,Industrial Engineering
Jake Hausmann,76,252,FR,Cincinnati,OH,Ohio State,3,0,5,604288627,Computer Science
Terry McLaurin,73,204,JR,Indianapolis,IN,Ohio State,2.76,0,6,998835039,Theater
Brock Davin,75,235,SO,Cincinnati,OH,Ohio State,2.83,4,5,146287944,Economics
Marcus Baugh,77,250,SR,Riverside,CA,Ohio State,4,1,7,539294616,Economics
Dre'Mont Jones,75,295,SO,Cleveland,OH,Ohio State,3.64,0,3,640067862,Sports Management
Ellijah Gardiner,76,200,FR,Kemp,TX,Ohio State,2.7,2,8,810324718,Economics
A.J. Alexander,74,252,SO,Burke,VA,Ohio State,3.33,2,8,183322825,Economics
Luke Farrell,78,250,FR,Perry,OH,Ohio State,2.92,0,8,500609193,Mechanical Engineering
Bryan Kristan,75,190,JR,Canfield,OH,Ohio State,2.76,0,0,721669264,Communication
Drue Chrisman,75,212,SO,Cincinnati,OH,Ohio State,3.36,0,0,974835728,Sociology
Haskell Garrett,74,286,FR,Las Vegas,NV,Ohio State,2.81,2,3,633109147,English 
Tracy Sprinkle,75,293,SR,Elyria,OH,Ohio State,1.97,0,6,625375682,Computer Engineering
Dylan Thompson,77,280,JR,Lombard,IL,Ohio State,3.27,4,6,174974131,Exercise Science
Blake Haubeil,75,200,FR,Buffalo,NY,Ohio State,3.73,3,0,5229437,Music
Sean Nuernberger,73,225,JR,Buckner,KY,Ohio State,2.92,0,0,595392833,Economics
Nick Bosa,76,270,SO,Fort Lauderdale,FL,Ohio State,3.28,4,5,945774840,Political Science
Jerron Cage,75,280,FR,Cincinnati,OH,Ohio State,3.27,1,2,243599670,Geography
Wes Dvorak,73,192,SO,Parkston,SD,Iowa,3.31,0,5,65275057,Finance
Brandon Bishop,69,180,JR,Sugar Grove,IL,Iowa,2.63,0,10,847243503,Economics
Ryan Gersonde,76,185,FR,Milwaukee,WI,Iowa,3.17,0,0,820332026,Labor Studies
Peyton Mansell,75,210,FR,Belton,TX,Iowa,3.51,0,2,620235543,Theater
Trey Creamer,73,175,FR,Cartersville,GA,Iowa,3.21,0,6,916512496,Exercise Science
Keith Duncan,71,173,SO,Weddington,NC,Iowa,3.43,0,0,630848850,Communication
Nathan Stanley,77,212,SO,Menomonie,WI,Iowa,2.71,0,5,23861557,Nutrition
Josh Turner,73,180,FR,Aaronsburg,PA,Iowa,3.36,0,4,914444110,Music
Manny Rugamba,73,185,SO,Naperville,IL,Iowa,3.28,0,2,646699866,Exercise Science
Max Duchow,74,182,FR,Pewaukee,WI,Iowa,2.51,0,6,738560186,Creative Writing
Ihmir Smith-Marsette,74,175,FR,Newark,NJ,Iowa,3.94,0,5,433473786,Industrial Engineering
Tom Herion,73,185,FR,Chicago,IL,Iowa,3.73,0,0,785360922,History
Colten Rastetter,74,210,SO,Guttenberg,IA,Iowa,3.18,0,0,306020559,Computer Engineering
Matt Hankins,73,175,FR,Lewisville,TX,Iowa,3.36,0,3,867147550,Mechanical Engineering
Tyler Wiegers,76,225,JR,Lake Orion,MI,Iowa,3.6,0,1,256745360,Communication
Geno Stone,73,195,FR,New Castle,PA,Iowa,3.09,0,7,554427103,Sports Management
Camron Harrell,70,181,FR,Bourbonnais,IL,Iowa,3.24,0,5,929713874,Communication
Ryan Boyle,73,208,SO,West Des Moines,IA,Iowa,3.17,0,3,309900602,Economics
Michael Ojemudia,74,190,SO,Farmington Hills,MI,Iowa,2.77,0,5,384699,Exercise Science
Brandon Smith,0,0,FR,Lake Cormorant,MS,Iowa,2.52,0,4,137804117,Exercise Science
Henry Marchese,75,190,FR,Vernon Hills,IL,Iowa,1.74,0,7,23062180,Exercise Science
Kyle Groeneweg,70,185,JR,Inwood,IA,Iowa,2.45,0,7,548105003,Mechanical Engineering
Joshua Jackson,73,192,JR,Corinth,TX,Iowa,4,0,1,883069547,Gender Studies
Kyshaun Bryan,70,210,FR,Fort Lauderdale,FL,Iowa,2.74,0,13,638010447,Chemical Engineering
Cedric Boswell,71,187,FR,Beverly Hills,MI,Iowa,2.43,0,4,575560758,Communication
Ryan Schmidt,77,235,SO,Linn Grove,IA,Iowa,3.91,0,2,599729688,Economics
Drew Cook,77,235,SO,Iowa City,IA,Iowa,2.35,0,4,168386651,Finance
John Milani,73,195,SO,Iowa City,IA,Iowa,3.95,0,2,837484487,Labor Studies
Max Cooper,73,175,FR,Waukesha,WI,Iowa,3.19,0,6,334439766,Communication
Miles Taylor,70,203,SR,Silver Spring,MD,Iowa,4,0,3,630593379,ITI
James Butler,69,210,SR,Bloomingdale,IL,Iowa,3,0,9,352529837,Sports Management
Ivory Kelly-Martin,71,195,FR,Plainfield,IL,Iowa,1.92,0,9,712693174,Communication
Toks Akinribade,73,208,SO,Brownsburg,IN,Iowa,2.93,0,9,602940393,Geography
Dominique Dafney,74,225,SO,West Des Moines,IA,Iowa,3.6,0,2,893575241,Gender Studies
Akrum Wadley,71,195,SR,Newark,NJ,Iowa,3.15,0,6,63368723,Economics
Marcel Joly,71,202,JR,Hyattsville,MD,Iowa,2.69,0,10,196759989,Economics
Kevin Ward,73,217,SR,Homer Glen,IL,Iowa,2.11,0,15,615555201,Creative Writing
Amani Hooker,73,210,SO,Minneapolis,MN,Iowa,2.54,0,3,294757491,Economics
Jack Koerner,73,200,FR,Des Moines,IA,Iowa,3.22,0,5,572415235,Political Science
Toren Young,71,220,FR,Madison,WI,Iowa,3.6,0,5,956021117,Political Science
Nate Wieland,73,220,FR,Iowa City,IA,Iowa,2.22,0,13,214001908,Communication
Jake Gervase,73,210,JR,Davenport,IA,Iowa,2.84,0,5,725545794,Nutrition
Aaron Mends,73,227,JR,Kansas City,MO,Iowa,2.17,0,14,980343896,Labor Studies
Djimon Colbert,73,215,FR,Shawnee Mission,KS,Iowa,3.11,0,6,654369286,Music
Noah Clayberg,71,209,FR,Pella,IA,Iowa,3.36,0,7,233164930,Mechanical Engineering
Kristian Welch,75,232,SO,Iola,WI,Iowa,2.81,0,13,446017464,Electrical Engineering
Barrington Wade,73,223,FR,Skokie,IL,Iowa,2.92,0,10,858425049,English 
Brady Ross,73,245,SO,Humboldt,IA,Iowa,1.24,0,14,440990513,Sociology
Brandon Snyder,73,214,JR,Larchwood,IA,Iowa,3.16,0,3,131562623,Civil Engineering
T.J. Hockenson,77,243,FR,Chariton,IA,Iowa,3.26,0,8,97051285,Exercise Science
Nate Wieting,76,250,SO,Rockford,IL,Iowa,3.77,0,8,846710973,Civil Engineering
Parker Hesse,75,257,JR,Waukon,IA,Iowa,2.12,0,9,338175001,Communication
Bo Bower,74,235,SR,West Branch,IA,Iowa,2.49,0,11,652827690,Labor Studies
Drew Thomas,73,165,FR,Humboldt,IA,Iowa,2.31,0,4,753102544,Theater
Shaun Beyer,77,222,FR,Shellsburg,IA,Iowa,2.01,0,5,502618130,Finance
Joe Ludwig,0,0,--,--,--,Iowa,2.29,0,11,821751770,Exercise Science
Keegan Glaus,0,0,--,--,--,Iowa,2.21,0,12,262898823,Economics
Josey Jewell,74,236,SR,Decorah,IA,Iowa,2.73,0,12,134006006,Economics
Ben Niemann,75,230,SR,Sycamore,IL,Iowa,2.14,0,14,887037728,Exercise Science
Ben Campos,73,213,FR,West Des Moines,IA,Iowa,3.64,0,12,146613649,Criminology
Drake Kulick,73,240,SR,Muscatine,IA,Iowa,1.93,0,15,613973353,Creative Writing
Austin Kelly,71,245,JR,Hickory Hills,IL,Iowa,2.29,0,10,456211689,Criminology
Tommy Kujawa,0,0,--,--,--,Iowa,3.27,0,5,772826670,Electrical Engineering
Lane Akre,73,240,SO,Geneseo,IL,Iowa,1.78,0,14,298109382,Economics
Jack Hockaday,73,232,JR,Forsyth,IL,Iowa,2.02,0,12,969088771,Communication
Bryce Schulte,75,215,FR,Cedar Rapids,IA,Iowa,3.23,0,6,626070336,Communication
Nick Niemann,76,220,FR,Sycamore,IL,Iowa,2.37,0,12,985742814,Chemical Engineering
Jacob Sobotka,75,235,JR,Clearfield,IA,Iowa,1.92,0,12,262577433,Communication
Jackson Subbert,75,237,SO,Williamsburg,IA,Iowa,3.33,0,2,96902485,Chemical Engineering
Will Anthony,76,265,FR,Pleasantville,IA,Iowa,2.85,0,7,640979379,Economics
Amani Jones,73,235,SO,Chicago,IL,Iowa,2.5,0,11,219468666,Creative Writing
Boone Myers,77,310,SR,Webster City,IA,Iowa,3.27,0,0,380176609,Sports Management
Garret Jansen,74,280,SO,Pella,IA,Iowa,2.91,0,2,919956258,Labor Studies
Kyle Taylor,73,225,FR,Silver Spring,MD,Iowa,2.53,0,14,870643782,Public Policy
Chauncey Golston,77,255,FR,Detroit,MI,Iowa,2.75,0,7,598707302,Labor Studies
Jake Newborg,75,290,SO,Inwood,IA,Iowa,2.68,0,5,955663997,Criminal Justice
Ross Reynolds,76,300,JR,Waukee,IA,Iowa,3.03,0,4,175692613,Sociology
Cole Banwart,76,280,FR,Ottosen,IA,Iowa,2.56,0,0,903946217,Geography
Spencer Williams,75,295,FR,Cedar Falls,IA,Iowa,3.46,0,1,285201317,Economics
Kyler Schott,74,290,FR,Coggon,IA,Iowa,3.77,0,1,247904937,Labor Studies
Marshall Coluzzi,73,200,FR,Naperville,IL,Iowa,3.73,0,0,582720625,ITI
Dalles Jacobus,73,280,FR,Palo,IA,Iowa,3.43,0,6,555267203,Dance
Levi Paulsen,77,305,SO,Moville,IA,Iowa,3.44,0,2,987005549,Communication
Levi Duwa,75,235,FR,Kalona,IA,Iowa,3.11,0,10,775659115,Labor Studies
Landan Paulsen,77,305,SO,Moville,IA,Iowa,3.41,0,1,970144154,Criminal Justice
Keegan Render,76,310,JR,Indianola,IA,Iowa,2.36,0,4,510546262,Economics
Lucas LeGrand,77,295,JR,Dubuque,IA,Iowa,3.17,0,0,300924458,Chemical Engineering
Mark Kallenberger,78,260,FR,Bettendorf,IA,Iowa,2.91,0,1,939346026,Communication
Coy Kirkpatrick,77,275,FR,Madrid,IA,Iowa,3.04,0,1,55633366,Chemical Engineering
Austin Schulte,76,258,FR,Pella,IA,Iowa,2.94,0,7,558623771,Music
Tristan Wirfs,77,315,FR,Mount Vernon,IA,Iowa,3.64,0,0,823420566,Biology
Ike Boettger,78,307,SR,Cedar Falls,IA,Iowa,3.92,0,1,594328893,Chemical Engineering
Dalton Ferguson,76,312,JR,Solon,IA,Iowa,3.01,0,1,137948589,Political Science
Daniel Gaffey,74,285,SR,Iowa City,IA,Iowa,2.96,0,5,259530112,Animal Science
Alaric Jackson,79,320,FR,Detroit,MI,Iowa,2.79,0,1,569999239,Communication
James Daniels,76,295,JR,Warren,OH,Iowa,2.43,0,2,322691884,Animal Science
Sean Welsh,75,295,SR,Springboro,OH,Iowa,2.9,0,3,354718909,Theater
Devonte Young,73,200,SO,Waldorf,MD,Iowa,2.49,0,6,445020726,Communication
Kyle Connelly,0,0,--,--,--,Iowa,1.89,0,7,134596649,Sports Management
Jon Wisnieski,77,250,SR,West Des Moines,IA,Iowa,2.51,0,8,843182077,Economics
Adrian Falconer,73,192,JR,Leesburg,FL,Iowa,3.38,0,6,665480448,Labor Studies
Jack Kallenberger,77,250,JR,Bettendorf,IA,Iowa,2.44,0,9,255119,Communication
Matt Quarells,73,195,JR,--,--,Iowa,3.23,0,3,164017320,Exercise Science
Nick Easley,71,203,JR,Newton,IA,Iowa,3.21,0,5,19417127,History
Austin Spiewak,74,230,FR,Rolling Meadows,IL,Iowa,3.02,0,1,307048561,Chemical Engineering
Nate Vejvoda,77,245,SO,Homer Glen,IL,Iowa,3.15,0,7,12870538,Public Policy
Peter Pekar,76,252,SR,Greendale,WI,Iowa,2.59,0,3,589797960,ITI
Noah Fant,77,232,SO,Omaha,NE,Iowa,2.2,0,6,242855903,Exercise Science
Jacob Coons,75,220,FR,Solon,IA,Iowa,3.52,0,6,622159511,Computer Science
Jake Hulett,75,289,SR,Springville,IA,Iowa,2.96,0,5,730713896,Communication
Matt VandeBerg,73,195,SR,Brandon,SD,Iowa,2.6,0,6,52852224,Exercise Science
Sam Brincks,77,270,JR,Carroll,IA,Iowa,2.08,0,10,673011568,Communication
Miguel Recinos,73,192,JR,Mason City,IA,Iowa,3.63,0,0,796067511,Sports Management
Brady Reiff,75,260,SO,Parkston,SD,Iowa,3.46,0,6,238992055,Exercise Science
Brandon Simon,73,240,FR,Newark,NJ,Iowa,2.78,0,8,237923461,Public Policy
A.J. Epenesa,77,270,FR,Edwardsville,IL,Iowa,2.14,0,11,615324849,Criminology
Caleb Shudak,68,175,FR,Council Bluffs,IA,Iowa,3.1,0,0,999462532,Labor Studies
Cedrick Lattimore,77,295,SO,Redford,MI,Iowa,2.11,0,4,222190826,Exercise Science
Matt Nelson,80,285,JR,Cedar Rapids,IA,Iowa,3.67,0,7,607815698,Exercise Science
Tyler Kluver,73,220,SR,Marshalltown,IA,Iowa,3.02,0,1,337221060,Exercise Science
Romeo McKnight,77,250,FR,Crystal Lake,IL,Iowa,3.04,0,8,439031328,Labor Studies
Anthony Nelson,79,260,SO,Urbandale,IA,Iowa,2.93,0,10,134492476,Economics
Nathan Bazata,74,287,SR,Howells,NE,Iowa,2.97,0,2,379311779,Communication
Aaron Wheeler,81,200,FR,Stamford,CT,Purdue,3.67,1,1,886905426,Creative Writing
Carsen Edwards,73,200,SO,Atascocita,TX,Purdue,3.95,0,2,934237154,Creative Writing
Eden Ewing,81,215,JR,Richmond,TX,Purdue,4,0,1,544034664,Public Policy
P.J. Thompson,70,185,SR,Indianapolis,IN,Purdue,3.99,1,0,164500461,Sports Management
Vince Edwards,80,225,SR,Middletown,OH,Purdue,3.53,0,1,843998387,Exercise Science
Ryan Cline,78,195,JR,Carmel,IN,Purdue,4,1,1,170341865,Economics
Tommy Luce,70,150,SO,Jeffersonville,IN,Purdue,3.35,0,2,376594713,Geography
Nojel Eastern,78,220,FR,Evanston,IL,Purdue,4,0,2,221892184,Sociology
Jacquil Taylor,82,240,JR,Cambridge,MA,Purdue,3.17,0,1,558982055,Labor Studies
Grady Eifert,78,220,JR,Fort Wayne,IN,Purdue,3.25,1,3,141704203,Sports Management
Dakota Mathias,76,200,SR,Elida,OH,Purdue,3.67,1,1,761955492,Economics
Matt Haarms,87,250,FR,Amsterdam,Netherlands,Purdue,2.92,0,2,831794798,Political Science
Isaac Haas,86,290,SR,Hokes Bluff,AL,Purdue,3.54,0,2,997901901,Exercise Science
Sasha Stefanovic,76,195,FR,Crown Point,IN,Purdue,3.66,0,3,2752047,Dance
D'Mitrik Trice,73,177,SO,Huber Heights,OH,Wisconsin,3.48,1,0,121094463,Business
Brevin Pritzl,75,197,SO,De Pere,WI,Wisconsin,2.64,0,1,221410457,Sports Management
Aleem Ford,80,215,FR,Lawrenceville,GA,Wisconsin,2.95,1,1,299612723,Labor Studies
Walt McGrory,75,210,FR,Minneapolis,MN,Wisconsin,3.61,0,1,448647627,Civil Engineering
Matt Ferris,78,205,JR,Appleton,WI,Wisconsin,2.87,0,3,972120333,Business
Aaron Moesch,80,220,SR,Green Bay,WI,Wisconsin,3.64,1,4,381175242,Political Science
Andy Van Vliet,85,228,JR,Antwerp,Belgium,Wisconsin,3.3,1,2,580402886,Exercise Science
Trevor Anderson,74,196,SO,Stevens Point,WI,Wisconsin,2.77,0,1,915852416,Communication
Charles Thomas IV,80,255,JR,Highland,MD,Wisconsin,2.88,2,0,958907558,Dance
T.J. Schlundt,77,197,JR,Oconomowoc,WI,Wisconsin,3.95,1,2,398798835,Economics
Khalil Iverson,77,210,JR,Delaware,OH,Wisconsin,4,0,1,290423580,Finance
Ethan Happ,82,235,JR,Milan,IL,Wisconsin,2.84,1,2,579574299,Music
Kobe King,76,203,FR,La Crosse,WI,Wisconsin,2.96,1,4,387374025,Dance
Alex Illikainen,81,231,JR,Grand Rapids,MN,Wisconsin,3.15,1,2,262430293,Gender Studies
Michael Ballard,76,197,FR,Oak Park,IL,Wisconsin,4,0,1,444533148,Animal Science
Brad Davison,75,205,FR,Maple Grove,MN,Wisconsin,3.15,0,0,905936418,Economics
Nate Reuvers,82,215,FR,Lakeville,MN,Wisconsin,3.53,0,1,672375805,Economics
Sean Obi,81,250,SR,Kaduna,Nigeria,Maryland,3.34,0,1,782154552,Finance
Anthony Cowan,73,170,SO,Bowie,MD,Maryland,3.76,0,0,924975543,Labor Studies
Kevin Huerter,79,190,SO,Clifton Park,NY,Maryland,3.71,0,0,957627875,Exercise Science
Dion Wiley,76,210,JR,Oxon Hill,MD,Maryland,2.82,0,2,247570307,Communication
Darryl Morsell,76,205,FR,Baltimore,MD,Maryland,3.6,0,2,422571603,Exercise Science
Jared Nickens,79,205,SR,Monmouth Junction,NJ,Maryland,4,0,0,791299905,Sports Management
Reese Mona,74,180,FR,La Plata,MD,Maryland,2.78,0,2,761803561,Economics
Ivan Bender,81,228,JR,Capljina,Bosnia & Herzegovina,Maryland,2.87,0,1,47677405,Sports Management
Michal Cekovsky,85,250,SR,Kosice,Czech Republic,Maryland,2.57,0,1,440613272,Civil Engineering
Travis Valmon,73,175,SO,Rockville,MD,Maryland,2.35,0,1,638056603,Animal Science
Justin Jackson,79,225,SO,Toronto,ON,Maryland,2.83,0,2,821045054,Theater
Bruno Fernando,82,245,FR,Luanda,Angola,Maryland,3.47,0,1,919823457,History
Andrew Terrell,70,190,JR,Indianapolis,IN,Maryland,3.1,0,3,891920896,Economics
Alex Tostado,74,178,FR,Guadalajara,Mexico,Maryland,3.3,0,3,65723555,Dance
Joshua Tomaic,81,220,FR,Lanzarote,Canary Islands,Maryland,2.58,0,0,616674299,Creative Writing
Dupree McBrayer,77,190,JR,Queens,NY,Minnesota,3.38,4,1,271919974,Economics
Nate Mason,74,190,SR,Decatur,GA,Minnesota,3.17,2,2,840899675,Communication
Jordan Murphy,78,240,JR,SAN ANTONIO,TX,Minnesota,3.47,2,2,158340815,Economics
Jamir Harris,74,185,FR,North Brunswick,NJ,Minnesota,3.83,1,2,387177597,Communication
Amir Coffey,80,195,SO,Hopkins,MN,Minnesota,3.14,2,1,954994802,Labor Studies
Brady Rudrud,74,185,SO,Eden Prairie,MN,Minnesota,3.82,2,1,174410103,Labor Studies
Isaiah Washington,73,160,FR,Harlem,NY,Minnesota,3.26,3,0,256131363,Sports Management
Jarvis Johnson,73,185,JR,Minneapolis,MN,Minnesota,3.02,1,0,537919090,Exercise Science
Hunt Conroy,70,170,FR,New Orleans,LA,Minnesota,3.13,0,1,878525445,Labor Studies
Davonte Fitzgerald,80,220,SR,Atlanta,GA,Minnesota,3.12,3,2,635202428,Dance
Bakary Konate,83,235,SR,Bamako,Mali,Minnesota,2.75,1,2,930050635,Psychology
Reggie Lynch,82,260,SR,Edina,MN,Minnesota,3.48,0,1,405780931,Exercise Science
Eric Curry,81,235,SO,Memphis,TN,Minnesota,3.86,2,1,703343983,Political Science
Matz Stockman,85,240,SR,Oslo,Norway,Minnesota,3.11,1,2,261242723,Exercise Science
Gaston Diedhiou,82,245,SR,Dakar,Senegal,Minnesota,3.69,1,0,377448509,Public Policy
Michael Hurt,79,200,SO,Rochester,MN,Minnesota,3.09,1,0,948484589,Communication
Brent Hibbitts,80,220,JR,Hudsonville,MI,Michigan,3.22,8,1,474924737,Theater
Charles Matthews,78,200,JR,Chicago,IL,Michigan,2.83,7,0,933268329,Criminal Justice
Jordan Poole,76,190,FR,Milwaukee,WI,Michigan,3.17,0,3,125394097,Sports Management
Zavier Simpson,73,185,SO,Lima,OH,Michigan,3.17,4,4,7764896,Economics
Isaiah Livers,79,230,FR,Kalamazoo,MI,Michigan,3.27,12,2,27324589,Sociology
Jaaron Simmons,73,185,SR,Dayton,OH,Michigan,2.98,4,1,476000094,Sociology
Luke Wilson,73,165,FR,Boulder,CO,Michigan,3.01,11,1,453678807,Electrical Engineering
Muhammad-Ali Abdur-Rahkman,76,190,SR,Allentown,PA,Michigan,3.49,2,0,751326428,Sociology
Moritz Wagner,83,245,JR,Berlin,Germany,Michigan,3.21,9,2,861507151,Labor Studies
Fred Wright-Jones,71,180,JR,Detroit,MI,Michigan,2.42,7,0,279933045,Communication
Jon Teske,85,255,SO,Medina,OH,Michigan,4,11,1,938414053,Economics
Duncan Robinson,80,215,SR,New Castle,NH,Michigan,3.83,4,2,302847543,Music
Ibi Watson,77,200,SO,Pickerington,OH,Michigan,2.79,0,1,581271794,Criminal Justice
Naji Ozeir,80,225,FR,Novi,MI,Michigan,3.38,11,0,357387904,Nutrition
Austin Davis,82,245,SO,Onsted,MI,Michigan,3.23,6,1,745387214,Nutrition
Eli Brooks,73,170,FR,Spring Grove,PA,Michigan,3.37,9,2,776341947,Communication
Vic Law,79,200,JR,South Holland,IL,Northwestern,3.24,15,0,478471907,ITI
Dererk Pardon,80,235,JR,Cleveland,OH,Northwestern,3.17,13,0,396777654,Dance
Charlie Hall,77,210,JR,Los Angeles,CA,Northwestern,3.3,3,0,476798980,Computer Engineering
Anthony Gaines,76,205,FR,Kingston,NY,Northwestern,3.63,3,2,506621795,Exercise Science
Isiah Brown,74,190,SO,Seattle,WA,Northwestern,3.38,5,2,922129741,Gender Studies
Rapolas Ivanauskas,81,230,FR,Barrington,IL,Northwestern,3.07,5,2,923509579,Nutrition
Scottie Lindsey,77,210,SR,Hillside,IL,Northwestern,2.86,13,4,300362365,Creative Writing
A.J. Turner,79,188,JR,Mount Clemens,MI,Northwestern,3.65,9,2,691313665,Economics
Jordan Ash,75,200,JR,Bolingbrook,IL,Northwestern,3.05,15,3,848000745,Communication
Barret Benson,82,240,SO,Willowbrook,IL,Northwestern,3.16,8,0,918337779,Business
Bryant McIntosh,75,200,SR,Greensburg,IN,Northwestern,3.1,0,2,927986388,Exercise Science
Tino Malnati,75,190,FR,Northfield,IL,Northwestern,4,13,1,436377887,Industrial Engineering
Aaron Falzon,80,225,SO,Newton,MA,Northwestern,3.42,13,2,52255376,Exercise Science
Gavin Skelly,80,235,SR,Westlake,OH,Northwestern,3.14,3,2,280263288,Exercise Science
Kyle Ahrens,78,210,JR,Versailles,OH,Michigan State,3.81,0,1,731977237,Labor Studies
Joshua Langford,77,210,SO,Huntsville,AL,Michigan State,3.4,0,1,879074418,Sociology
Jaren Jackson Jr.,83,242,FR,Carmel,IN,Michigan State,2.41,0,4,697313769,Labor Studies
Cassius Winston,73,185,SO,Detroit,MI,Michigan State,3.8,0,1,890295478,Labor Studies
Jack Hoiberg,70,175,FR,Burr Ridge,IL,Michigan State,2.89,0,3,630552409,Sports Management
Lourawls Nairn Jr.,70,175,SR,Nassau,Bahamas,Michigan State,2.6,0,3,609438713,Computer Engineering
Ben Carter,81,235,SR,Las Vegas,NV,Michigan State,3.89,0,2,224071204,Communication
Brock Washington,75,185,FR,Southfield,MI,Michigan State,3.02,0,2,594071958,Sports Management
Matt McQuaid,76,200,JR,Duncanville,TX,Michigan State,3.43,2,0,613058385,Criminal Justice
Miles Bridges,79,225,SO,Flint,MI,Michigan State,3.13,0,3,903696461,Public Policy
Xavier Tillman,80,260,FR,Grand Rapids,MI,Michigan State,2.89,0,2,885958344,Labor Studies
Kenny Goins,79,230,JR,Troy,MI,Michigan State,2.84,0,1,747644448,Industrial Engineering
Gavin Schilling,81,245,SR,Chicago,IL,Michigan State,2.98,1,1,6010408,ITI
Braden Burke,83,235,SO,Stevensville,MI,Michigan State,3.46,0,3,746427246,Biology
Conner George,75,200,SO,Okemos,MI,Michigan State,3.11,1,2,447872077,ITI
Nick Ward,80,245,SO,Gahanna,OH,Michigan State,3.32,0,1,596367028,Animal Science
Ahmad Wagner,79,235,JR,Yellow Springs,OH,Iowa,3.56,0,0,613540517,Theater
Maishe Dailey,79,195,SO,Beachwood,OH,Iowa,2.31,0,1,642489293,Labor Studies
